feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.4863356127684971,0.5444540535054053,0.48513368268928203,0.46854631078879283,0.4953928316752658,0.9579751785092565,0.5100343902273367,0.14844954438315516,0.11624525307931022,0.31792927290970463,0.34422039066752397,0.8632263770500618,0.2363911842443721,0.6728323499297262,0.665545477040642,0.5439780484865299,0.15683307948058256,0.9925731339447927,0.6575745872361968,0.9490085644706318,0.010307011962427448,0.859957714451192,0.7172198049446812,0.8087595344286763,0.6808405043379933,0.7244674549712498,0.9494677585886242,0.2699057566636194,0.22155642331583236,0.02295331083327623,0.5709478207395075,0.730811811824831,0.2429768584974804,0.6873355766667759,0.034563374196822316,0.7958561615027543,0.7545491732241923,0.417021703433217,0.5437459278290335,0.5395191577112048,0.4692245182383433,0.6347715057790818,0.9656876755363438,0.15999076009901814,0.22192058771807577,0.8607475316654221,0.4037834290434722,0.355972809180096,0.6104064210699438
0.0041931573112540255,0.2751818976749322,0.3958356204556224,0.9242880209272848,0.6331252089797842,0.38025043502837685,0.9234216766560006,0.17683847096653205,0.6749197074254598,0.14595352565181752,0.23428890678060965,0.8562870646367252,0.1258722487320627,0.833041447472235,0.625084187077429,0.615888806566542,0.47131051296510584,0.47508528036773456,0.7038283831781702,0.8564668802841862,0.5857653747549743,0.9057141418464744,0.20058927838166118,0.7207213017106668,0.9952253701454292,0.8785865100198033,0.9737099635154217,0.7120086725561275,0.20726961286253753,0.20744525361155786,0.04753625200182132,0.05265146616141092,0.6277031204028551,0.7259637814445062,0.6284915632144403,0.6280545464112414,0.3042695310780591,0.7877389434148505,0.17311187099721204,0.6969922703772169,0.9534271994435586,0.7323316196828096,0.5764850468614201,0.6682853379911521,0.41145112792209715,0.4200520112420968,0.1651593952643815,0.17757932121694897,0.7372524814909076
0.49866791600684657,0.6720708438188301,0.21248037523853358,0.9741056057017377,0.056182863367576275,0.5062551632674429,0.2496734286532447,0.31729405562165947,0.9491927594103488,0.006822648968367484,0.637954839797584,0.010416901185079874,0.7383657175630379,0.4782415864705791,0.020866631078276354,0.40849508464351814,0.7780085846132325,0.9070717856183189,0.6124985819583838,0.5090469655964774,0.8334119112934384,0.7457456624553936,0.5227882732752719,0.8758697471404928,0.23188197324148752,0.2202988049564153,0.23547905143208692,0.7257425574257086,0.053513763235563894,0.9976253505578785,0.32348860018713477,0.4761345838816179,0.7111627180077599,0.1957181373303568,0.5692880350935361,0.624802626955039,0.13534417955764932,0.1221476505123531,0.43482084655084297,0.5254728132948239,0.9292539454178127,0.9517651259961513,0.8763224090990678,0.8524562084629806,0.8548879265273299,0.21467520983016308,0.8621591241247353,0.029296773968520373,0.6437458396811188
0.7420259163207078,0.4681694299097646,0.8423290872081559,0.20977387631697852,0.9907307332274734,0.43031589136812043,0.7178391221934226,0.5868746471519289,0.46218751287435167,0.4933433671095846,0.1270360676211777,0.4770190560840756,0.2641882143122404,0.5093649015616195,0.3592491063151616,0.6943252411909635,0.8703540639005433,0.9338939893223445,0.8510578283121892,0.7783967908279718,0.6949691952406187,0.6381301399219637,0.07308467817418929,0.7888602122882481,0.5480360126869267,0.13179082926207786,0.22701153305904764,0.5524055201512688,0.14319215272903585,0.5079433180502155,0.526841507704374,0.6185428745731376,0.39123834378911204,0.06301380629775566,0.3121667838754638,0.6819585862791911,0.1625260701556679,0.11848575836434883,0.8205035218546315,0.9067234314333021,0.2017818997204296,0.08000602207659824,0.6619961809702338,0.2069909210508225,0.7065698929127918,0.19311773150098432,0.9646705677557172,0.6318815760841554,0.2432081112510448
0.26447723294865055,0.37851553229806967,0.596748290484429,0.8360002312801988,0.20599747130752932,0.9123919888525481,0.9283060896630907,0.793895976194624,0.21301487848452139,0.273564436051313,0.5138456176889611,0.4903898925917708,0.3114918672284229,0.6624906359365942,0.8283997663338206,0.9118116341557982,0.900749041696603,0.11702814509212356,0.5435466124609836,0.10662822676886397,0.7555356563149511,0.8769595041222578,0.9266947943730518,0.3857148164303893,0.9288443462903538,0.5557955403510579,0.10513484696196362,0.46694377943949283,0.7790483863915061,0.3818810432293087,0.9010532014335332,0.9134229487634561,0.07070944685158387,0.04540603906481688,0.7026005758782402,0.7611992206698993,0.6728465409376638,0.9538343083127506,0.6147521172424593,0.8976341174361772,0.26462910128210104,0.3832263233165626,0.7848275294717649,0.1075433699176579,0.5919594167325111,0.1100797501161308,0.21555123901068474,0.980198616055672,0.9075723971217325
0.19614380063522951,0.4439580563382627,0.21538776857782038,0.4128100019750065,0.15223577810041244,0.9590847888381863,0.2960352778712979,0.7947092139949332,0.016963701043444468,0.3085427177592839,0.1820587619183487,0.5807431106676505,0.11477959157476403,0.09988986184656268,0.22188672415926314,0.8634047866534951,0.2246881303596151,0.46220537761353075,0.38459586797235035,0.5837448469655933,0.5620002268842869,0.5837688528419789,0.05579152502939422,0.3983853024424434,0.6588184500459023,0.07249503059392792,0.30111494244027914,0.15752322903873217,0.9403043309098154,0.18115440488968548,0.5936702621589459,0.4894483000232005,0.09215826646447145,0.8870123807445773,0.6398164642001486,0.6633700358148866,0.6176042825657603,0.625597955970062,0.683446538451923,0.2538289240752447,0.7083910770267748,0.7548298831259467,0.48736987440860857,0.49310852856412246,0.400290991334451,0.5039548890414979,0.4139017386664887,0.39065628101858196,0.6928202859345695
0.7837102742873725,0.32240348822811316,0.0050656463876183055,0.45205467586569126,0.8864339143592727,0.43350595438181927,0.5375608202387435,0.21552013144398752,0.29005015894309394,0.450038764276514,0.4468205633819109,0.029318020299190617,0.049359298475369795,0.8479766526611764,0.4276960892197782,0.7403708218993377,0.623755165486361,0.6958439269142624,0.10858277917132042,0.3657843207081166,0.7404401462273117,0.6171847070220404,0.5717006702870188,0.6908199473645739,0.20311990911026023,0.14533515618798432,0.1765662998908344,0.8258889638067174,0.7479635853933132,0.25303701784671273,0.4207422076722245,0.7832262213570367,0.30960513606723794,0.5705992866106623,0.570952456096668,0.29760882458556936,0.36804884800599524,0.025400603311885206,0.20000441657991674,0.9504585451430136,0.37226526719495867,0.34993825216332664,0.9657768016174992,0.23299212241191414,0.828664127329655,0.15602104073068623,0.8392059014232204,0.06543045166154005,0.1654596378658565
0.11238817349098273,0.20252874730379955,0.8997453110220717,0.9654638368052885,0.8516078443703593,0.27533044243806193,0.4389548010595826,0.846423175515921,0.6705269434500332,0.15883987132874133,0.1394520223708754,0.7557485654683563,0.8505047662187315,0.2358158518517921,0.2987684262098498,0.4726423988821632,0.7416659870618181,0.3671835075049632,0.9502347056898505,0.2860133608906521,0.3523010324553745,0.6937635193379242,0.13910706289513153,0.153966544225711,0.636312340135082,0.9032492790910761,0.02721132107864843,0.0732842696405015,0.5768453296420665,0.33194135968320604,0.09912516750733646,0.923286997290486,0.9264706805062948,0.3305515740523939,0.42446462735482726,0.514046276705323,0.08154701913121565,0.47610334142092636,0.4701120029174205,0.26178448549660194,0.9296738723414218,0.2368583531377484,0.589725138237048,0.6847118467784052,0.24229425006068905,0.9935275504208338,0.7164691871871359,0.5742469382087234,0.46015600298715675
0.07206795675091815,0.030838023370787893,0.4534221147839669,0.8773072341643947,0.22921245185148287,0.8943217414046444,0.42884842687389146,0.9241376338194607,0.799300942517331,0.49036408509140894,0.09213336007732709,0.7181089304802843,0.3606262811006362,0.6795349426709856,0.6326713907339253,0.3003630572001492,0.16230191779050662,0.9161788700955201,0.9737565374583004,0.022669023023360158,0.09257388015809132,0.20210511110986895,0.5668998689971813,0.5714369575705558,0.5364184883399762,0.8897459958710044,0.940858556688046,0.3267068482499038,0.9389329875698009,0.8788847117865118,0.57023533099832,0.5092222493132929,0.8562790043857256,0.34171312820698263,0.04967778812755974,0.3333616266193341,0.1411002924489193,0.725183394549186,0.18725110550459367,0.06782718097351625,0.6395156404468566,0.039632767385182066,0.08577705206988995,0.6863457848739649,0.5996609603700259,0.6141811478238824,0.8591732868435966,0.25348738630027645,0.41847623727367345
0.43798329843557515,0.9482360489034556,0.7432302464294728,0.8293550795029133,0.6884820666927338,0.30115870459533234,0.422356444958249,0.24109323221656043,0.41981978562129774,0.021097858130200042,0.003333622799228886,0.6612497393809713,0.734269616897038,0.7712513057536041,0.28126881048166263,0.7231423694508988,0.35147102189868196,0.7844871324310557,0.8551465957490905,0.40206922587896354,0.8624630705214589,0.5594890612795722,0.9208255818662392,0.2603756617792151,0.8517923218082052,0.04452997944328485,0.6638795002661303,0.7054926426803501,0.14318831829394685,0.43080505380557355,0.7073616825485814,0.20182881179183498,0.6131337897700164,0.22636995799075954,0.22299140605012102,0.10819332408377003,0.24117103346521018,0.6721282948058702,0.6361021980607339,0.8218294091604803,0.552245061048763,0.7689212790991007,0.36469735632497,0.713041046880799,0.46321928261562106,0.26780400747153377,0.04095442716754405,0.9634965246840099,0.8951879754383366
0.4597954168461733,0.9608929064923336,0.8101400201867937,0.10208607218490118,0.43930712104040914,0.05190434832503954,0.9974536468177446,0.30249022577006146,0.42683802445012675,0.5717948157672178,0.09488826172180398,0.8692982618340879,0.9029243789352062,0.6172945823349638,0.6288419170811967,0.7780803794184116,0.19524268054700777,0.18214002671431462,0.9763946199198069,0.5632284668883569,0.7142273951613944,0.028125440784311007,0.9805588047865331,0.6770337151793573,0.2192262082539591,0.9537298818471222,0.47737271728065567,0.5241764601676759,0.41654402711535155,0.4587909646836881,0.6197537634968641,0.2059391351477512,0.36056533657580603,0.3862492929532255,0.931182699418487,0.7808218985966011,0.5679763161647263,0.9077087169291821,0.9886094902648397,0.21598783409332878,0.3314428752215318,0.7632369490534215,0.8727009317273376,0.9294066858419759,0.3204159009052364,0.8264138044502441,0.3365138442279616,0.8490926154285148,0.5953619223383039
0.8667930446887436,0.32177518045148246,0.6652643698932129,0.6442617417978035,0.5721831722609594,0.1016859475228391,0.24278760415627787,0.7516830305255673,0.7146741461868579,0.5560299393467971,0.3996882709723748,0.7320646689078143,0.09454316501310145,0.12744041463968536,0.5818280807553262,0.06963965902494262,0.6161651841076452,0.9415008857977922,0.3125853079769634,0.46830452956233826,0.299212329019094,0.5035045681217368,0.10159225049239573,0.7004045927669406,0.2106164144400603,0.7458108045313387,0.66133823157124,0.4240204349151454,0.8389081318065339,0.920941067551375,0.48643646107378347,0.9744377472152745,0.4656071806000155,0.23834494556456232,0.9761404204081633,0.44191923012400613,0.9993569947211682,0.5560198006419883,0.4563998179568628,0.021114091428593884,0.23887209247033037,0.6578772555188006,0.6705330810891131,0.05689202475384658,0.7895236226248569,0.880386769316447,0.7194584466588276,0.7098895635941262,0.14456004949017442
0.8807145886402078,0.4975456241393229,0.9207364305611454,0.2925814398775204,0.018016759062526644,0.08082668466309173,0.45157912105159126,0.847331553675241,0.3454178240035505,0.59830968032689,0.028105299055746324,0.4645920383823763,0.5160779056498078,0.586817501146222,0.7621086970228512,0.8804288302961262,0.9819819552800297,0.9491074568368087,0.2725077884225453,0.33008066849085527,0.7919790961209697,0.9552148005339157,0.03773265734071363,0.10992012981418742,0.746517970131802,0.14123242677736192,0.31517605648674585,0.7565005398215855,0.9546559443438255,0.6506396168237352,0.34352588944825313,0.6679403328715954,0.5747574859709417,0.34697905173390076,0.922920372186642,0.9886285484147201,0.21567049940047733,0.14859275943571204,0.8097447483456707,0.3623366510665955,0.3498825512994108,0.44916416307250273,0.9528597881293491,0.08323769400369485,0.607679868467411,0.22284453896737022,0.39674816153977466,0.37796844359310344,0.6176534546977679
0.29767079996141443,0.4255781149670267,0.5270780825386502,0.2924485795056656,0.3231014672621454,0.86938424855923,0.3474660989079985,0.9833901703456068,0.7696173613477079,0.1510198695454913,0.6426775598416589,0.8490813438450954,0.24345420764833547,0.10792064243321464,0.1691415665227195,0.3421293171757992,0.8510204032927515,0.035014164527092495,0.9369728862406005,0.23221469798857286,0.4002524275213547,0.3161901741846398,0.32269186181543097,0.6281705293273638,0.5164819625291123,0.9921174830478369,0.5427310466321001,0.14149283774743715,0.04642822392355017,0.45164283882659884,0.7105653698805305,0.6521758826008471,0.24795807028113237,0.21237560070948458,0.9936773631409435,0.7511519590362381,0.5832493759306749,0.4487271657933304,0.0953311154828057,0.2128578825782086,0.8120462273032509,0.44242335614368733,0.9411579448332679,0.059598737239257904,0.8335684056401548,0.8388918062519156,0.10189449504557524,0.5441764220609999,0.6023200516964877
0.8505367788557443,0.7839357507731505,0.8490373515334922,0.4849060732755528,0.4771580854154992,0.6576012441313741,0.8746741680511405,0.13735792341065156,0.0591945199776478,0.899007897860554,0.3115304308676511,0.21654354270399412,0.011846532349834349,0.007267478955444995,0.7325734528117298,0.24524946838453643,0.550668435024381,0.4734443197595912,0.9166311557761965,0.6128991963535675,0.3325312044993878,0.19381758881041677,0.8524757258290144,0.6153046188751772,0.025693239858537664,0.22372397986975434,0.5703446484146318,0.709295623911388,0.7535742941466025,0.5925456601800769,0.022361905000561677,0.07732017156396542,0.8616974829451562,0.598048886820545,0.11130006104095314,0.9748794707084859,0.5202565386963385,0.07058673624381084,0.33953659949068904,0.4805125004683848,0.04197134614703746,0.053195328779993334,0.8793119729561008,0.8284954209476507,0.5297129265307524,0.31702338231329996,0.640040640465429,0.79243062612652,0.6706853900023811
0.06951448814702321,0.4751211936272537,0.8329376576648777,0.9784049744035797,0.204932311959656,0.17573229368169718,0.692020961480972,0.4772926945402932,0.28686531559744766,0.46062817030086356,0.4314821432981395,0.4155190744319939,0.25512393119497223,0.251663111741797,0.00039789559393610396,0.4602622328972572,0.7177414919211955,0.014071921018920519,0.2365144364015861,0.7034247425363506,0.8691057011327896,0.645221993243054,0.1151123990471542,0.3276987747937854,0.09552649691978621,0.966552814952223,0.8128256107392928,0.6744840597170672,0.7064095538827319,0.5729074064649811,0.36394490479546515,0.9039929377433112,0.5199997124409688,0.4234171281777962,0.8817552014452812,0.9053352288841535,0.5866432802770825,0.5111243819901671,0.2812118809141696,0.37087590735325215,0.619842320797433,0.055991740835722115,0.7182011762456036,0.3768705275283375,0.27103879306640544,0.05546358755242142,0.28207537469082833,0.07620805501709171,0.3005481827577893
0.13879287699318343,0.3711595845604334,0.932543410178717,0.3802061712759307,0.7146409797896333,0.4750064985705059,0.942301643406474,0.002987833566332254,0.7983523696341048,0.4367288432691453,0.8694447326777747,0.6281015264896022,0.6043045719909744,0.3079142621289065,0.09743227762636353,0.07264122723246247,0.8895357913322859,0.7463702179045615,0.21860735159081002,0.7575377734672273,0.11724577370380584,0.11155864524524395,0.32774969124518805,0.3261119222570471,0.32906794084638746,0.8697549634846543,0.350825750499153,0.14700987552008882,0.35726814018667497,0.9725990420612339,0.6611667713596872,0.3794883527812415,0.5411897632002148,0.9078790628467565,0.8089224036333231,0.09825909925607645,0.25888546531693757,0.36963626163321195,0.585784530057878,0.8433302013638472,0.3094461319059938,0.3588582394036234,0.13256835259279554,0.6786951835548396,0.3668154070295593,0.053912719449434876,0.5682459222923483,0.33834071642541386,0.3957207142036976
0.37431881450589277,0.6709484347437283,0.7157744423928285,0.5502750035534436,0.8570677469539165,0.23742837872392397,0.36856898523935,0.6547577601621716,0.9996589481472404,0.1883390095190699,0.42455321100729704,0.6351457033759778,0.5048023753588707,0.8467144703228371,0.283539617753919,0.9814989034638596,0.7239662806828318,0.4756765569209094,0.8677918683947695,0.09554301959144551,0.38488251997742506,0.302398358521045,0.051358288060025625,0.640748892219796,0.8596743286375833,0.41945415496530447,0.5143971467517523,0.7416455614048438,0.23975154008335842,0.16727290519104765,0.4189002638640682,0.47015666319687277,0.0033336990874699435,0.16414911031690838,0.332483081406757,0.02951439233150266,0.3046009587072439,0.7979128522874442,0.047484853308012887,0.7117439432233694,0.7630037740619486,0.8066252567621253,0.299153015760812,0.2855211078835803,0.1512883495461338,0.6019007559056859,0.062213017817281946,0.737136444665323,0.87848400344369
0.47191129175277646,0.29482199402781406,0.5767256786750344,0.8189387657820583,0.392277915303475,0.6868906903166178,0.16820199675428493,0.5925140805164105,0.3627364178759176,0.11514512653311826,0.7554105238032482,0.5120069077440886,0.12807198095854644,0.09048927440358645,0.03726997581802227,0.7564664418012925,0.031265045695862304,0.39251715454993474,0.5036310297390592,0.6431692612358609,0.7932619999681118,0.8404209687159729,0.9062859603490089,0.14978338903888644,0.4694522889860635,0.23489652298189345,0.616423454697367,0.07580321906548915,0.5587959081327694,0.8178971051385,0.7035320220378799,0.24204466240696643,0.12163512708242441,0.40081245513882857,0.8034791342782529,0.8133564850715801,0.17716857576985223,0.17403274640152422,0.6394332945091535,0.7183792305115063,0.19517999530759755,0.20099679757907196,0.7270822647167418,0.0009874147169234293,0.2293465341872145,0.4921833045457644,0.14594989499208055,0.15390934709482174,0.7174516197113325
0.4663115120971475,0.9221541216297316,0.6829022187312993,0.2653533015592844,0.47938492755569817,0.02424831058044774,0.69885602605168,0.06293573627684734,0.969672652073967,0.3834608052471553,0.7605947596038237,0.9090674397903306,0.16545268987659245,0.5034405610187473,0.48593852035897256,0.9701141789053187,0.24818184636635776,0.006427134733280826,0.7396130431648634,0.7212358533042859,0.7593054277769987,0.49193669227307224,0.16104745473535786,0.24556138181887832,0.2016625261983106,0.684520986182617,0.8869957303403244,0.27494606368595553,0.9812800504048915,0.8254951502960558,0.3592638065648257,0.7256004355039724,0.990928492044541,0.35606068264666035,0.09385614489916327,0.6957176895394355,0.4308492039327735,0.6220990796953505,0.9959200700743531,0.5593377638379082,0.2004078709880307,0.27040141858385436,0.7136125210143037,0.04891126167851878,0.14052638636553383,0.36992787115859393,0.5319697885719321,0.4893709329538838,0.844971459303446
0.29104081596120757,0.19538942275761428,0.563435873691486,0.8495971655084384,0.6007053553271751,0.518665121408252,0.8045086753532904,0.9493789696102424,0.3843079731136645,0.4246728356013798,0.1886351205609088,0.539129177102226,0.22725556597109375,0.9744519245462122,0.9564774793785967,0.42976102695194907,0.3295177341659844,0.01394051675762209,0.2083352400424755,0.25127381460910003,0.01920521903508543,0.3583262734461856,0.1871505186279282,0.5843869314109312,0.43143333320885846,0.16709319649383025,0.7482674374480637,0.7005698449723393,0.0456733872142574,0.8928371297309065,0.7607191089660067,0.3678524438247788,0.4085880611895131,0.64063000243783,0.17704519381778383,0.42687374035583925,0.7758863195190117,0.5918266845412484,0.5115922670922208,0.2226458988436355,0.9133655682196536,0.8753851140680597,0.1662012896499937,0.9101494193012607,0.11730745952847277,0.345990606257206,0.13138032940724953,0.1021674190774472,0.5490577954217737
